,text,polarity
1690,They are often crowded on the weekends but they are efficient and accurate with their service.,negative
1691,"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",negative
1692,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,neutral
1693,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",positive
1694,We've never had any problems with the staff but maybe we've been lucky?,positive
1695,"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.",positive
1696,"They brought glasses and the bottle, and just left the bottle at our table.",negative
1697,I've been here twice now.,neutral
1698,I'm sure I'll return for a final judgement tho.,neutral
1699,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",positive
1700,They came out over cooked and the cheese was almost non existant.,negative
1701,(I've ordered from the 2nd ave.,neutral
1702,They charge $6.00 for rice.,negative
1703,They charge different prices all the time.,negative
1704,"As I made the title, it's an affordable restaurant for great taste.",positive
1705,"Staffs are not that friendly, but the taste covers all.",positive
1706,They couldn't even make a salad that was appealing.,negative
1707,"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",negative
1708,"Try ordering from the regular menu, then you would not regret!",positive
1709,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",neutral
1710,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",positive
1711,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,positive
1712,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",neutral
1713,All pretty good.,positive
1714,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",negative
1715,They didn't give us the dinner special until we asked for it.,negative
1716,"They don't concern much of customer's health, just want to make money.",negative
1717,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,negative
1718,They even have a section in the menu called American Chinese food!,negative
1719,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",neutral
1720,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",neutral
1721,"However, go for the ambience, and consider the food just a companion for a trip across the world!",positive
1722,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",negative
1723,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,negative
1724,"They kindly brought us more to see if it was better, but it was not!",negative
1725,"They might be all business at the counter when you give your order, but their food says I love you.",negative
1726,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",negative
1727,They never came back to refill our glasses again.,negative
1728,Authentic bistro!,positive
1729,Romantic if you want it to be (brightly lit).,positive
1730,All the food was hot tasty.,positive
1731,Go for it!,positive
1732,You'll adore it.,positive
1733,Cozy romantic atomosphere with only around 15 tables at most.,positive
1734,Service was very prompt but slightly rushed.,positive
1735,"Food was very good, but not what I would consider out of this world.",positive
1736,Fantastic place.,positive
1737,Cute and decorative.,positive
1738,A pleasant surprise.,positive
1739,Go there to relax and feel like your somewhere else.,positive
1740,The food is inventive but still keeps traditional indian flavoring.,positive
1741,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",positive
1742,"If you were there when it first opened, give this restaurant a second chance.",positive
1743,"The wait staff is friendly, and the food has gotten better and better!",positive
1744,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",positive
1745,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",positive
1746,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",positive
1747,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,negative
1748,They refuse to seat parties of 3 or more on weekends.,negative
1749,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,positive
1750,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",positive
1751,"The puke green walls leave a lot to be desired, but the food is very good.",positive
1752,They showed up 15 minutes after the tuna melt.,negative
1753,Try the tandoori salmon!,positive
1754,Wonderful!,positive
1755,I have never had anything like it!,positive
1756,"The palak paneer was standard, and I was not a fan of the malai kofta.",neutral
1757,go here for the drinks!,positive
1758,during happy hour!,neutral
1759,enough said!,neutral
1760,the drinks are amazing and half off till 8pm.,positive
1761,"Ask for Usha, the nicest bartender in manhattan.",positive
1762,I have been to Mary's many times and I like it.,positive
1763,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,negative
1764,"they were dry and disgusting, i didn't even finish my first piece.",negative
1765,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,negative
1766,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,negative
1767,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",positive
1768,"Sure enough, exactly 30 minutes later we got the call and were seated promptly.",positive
1769,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",positive
1770,And the food was fantastic.,positive
1771,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",positive
1772,I would definitely recommend Mary's and am making it one of my regular neighborhood haunts.,positive
1773,"The food is good, I can't lie.",positive
1774,"They're rude at times, and not very friendly.",negative
1775,This has got to be one of the most overrated restaurants in Brooklyn.,negative
1776,"This is my fourth try over a two year period, and I'm done.",negative
1777,"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!",negative
1778,This isn't a value joint.,negative
1779,this one is definintely my least favorite.,negative
1780,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",negative
1781,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",negative
1782,In China the phrase for a good restaurant is hot and loud.,neutral
1783,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",neutral
1784,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",positive
1785,"You can also special order any kind of dumpling,etc.",positive
1786,from an English speaking staff.,neutral
1787,"Also, if you don't want to sit at a certain table, you don't have to!",neutral
1788,"Also, if you don't want to sit at a certain table, you don't have to!",positive
1789,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",neutral
1790,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",positive
1791,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",positive
1792,The dim sum is delectable while the prices are quite easy on the wallet.,positive
1793,The service is a little scatty at times but all is forgiven when the food arrives.,positive
1794,"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.",negative
1795,"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",positive
1796,this place is amazingly bad.,negative
1797,This place is incredibly tiny.,negative
1798,"The Dim Sum was so-so, but not spectacular.",neutral
1799,This place is not worth the prices.,negative
1800,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",negative
1801,This place is to be avoided.,negative
1802,"Food was okay, nothing great.",neutral
1803,I love to visit Murrays for my bagel fix.,positive
1804,They are often crowded on the weekends but they are efficient and accurate with their service.,positive
1805,This place must have cost the owners afortune to build.,negative
1806,This place was not ALL THAT!,negative
1807,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,positive
1808,Their coffee is quite good too!,positive
1809,"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.",positive
1810,"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",positive
1811,"Overall, the best bagel in town.",positive
1812,This place would be so much better served by being run by a group that actually understands customer service.,negative
1813,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",positive
1814,"This restaurant is not worth the time, effort, or money to say the least.",negative
1815,"Good spreads, great beverage selections and bagels really tasty.",positive
1816,This restaurant used to be pretty decent.,negative
1817,I complete the total bagel experience by having it lightly toasted.,neutral
1818,This restaurant was way overhyped.,negative
1819,Won't or Can't is not in the service directory.,positive
1820,But who says Murray's is anything about service.,neutral
1821,This should have been done in a back room - away from customers.,negative
1822,This was the worst dining experience I've ever had.,negative
1823,"those rolls were big, but not good and sashimi wasn't fresh.",negative
1824,Three strikes and this restaurant is out.,negative
1825,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",negative
1826,"I went to pams with my girlfriend, and i love it.",positive
1827,"I've eaten thai many times, and am very familiar with the cuisine.",neutral
1828,The Thai food is good.,positive
1829,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",positive
1830,"The staff are attentive, and have smiles on their faces.",positive
1831,A defitely must visit.,positive
1832,Went there for an office lunch.,neutral
1833,There is a lot of variety even for people who eat vegetarian like me.,positive
1834,Try green curry with vegetables.,positive
1835,"The quantity is also very good, you will come out satisfied.",positive
1836,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",neutral
1837,He has visited Thailand and is quite expert on the cuisine.,positive
1838,We had Pam's special fried fish and it was amazing.,positive
1839,too large for just two people but nothing was left.,positive
1840,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",positive
1841,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",positive
1842,"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",negative
1843,Definitely a great spot for a nice occasion or date.,positive
1844,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",positive
1845,Its a go-to for dates as well as entertaining out of town guests.,positive
1846,We always have a delicious meal and always leave feeling satisfied.,positive
1847,Don't leave without trying One Night in Tokyo.,positive
1848,"Told us to sit anywhere, and when we sat he said the table was reserved.",negative
1849,Too bad the food wasn't of the same heritage.,negative
1850,Glad you have the luxury to throw out paying customers.,neutral
1851,I haven't been to the other locations.,neutral
1852,Too cold to enjoy.,negative
1853,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",negative
1854,Total hipster-wannabe attitude in an otherwise sweet spot.,negative
1855,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",positive
1856,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",negative
1857,"I'm from England, and Haru's was the best I had in NYC.",positive
1858,And that's no mean feat...,neutral
1859,My mouth starts to water merely thinking about the delight that is this restaurant.,positive
1860,I particularly love their yellowfun tuna and their mussel selection.,positive
1861,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,positive
1862,IT is the best deal in town for a Monday night dinner at a fine restaurant.,positive
1863,"If you love seafood, you would love this place!",positive
1864,I think I've had some the best meals of my life at minnow.,positive
1865,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",positive
1866,Worth the trip from Manhattan.,positive
1867,My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,positive
1868,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,neutral
1869,"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",positive
1870,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,positive
1871,"After reading the posts, I was always skeptical to go to The Minnow, despite living in Park Slope.",neutral
1872,"But on a lazy Saturday night, we ended up going.",neutral
1873,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",positive
1874,But the main hit was the whole grilled fish.,positive
1875,"It was huge, delicious, fresh, and will be the reason we return.",positive
1876,"Hopefully next time, I will save room for dessert.",neutral
1877,"So I've never actually been to M proper, but I've had it delivered a few times.",neutral
1878,"Even upon delivery, their juicy pork buns are quite good . .",positive
1879,.the best I've found outside of the Chinatown masters.,positive
1880,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",positive
1881,"Unfortunately, the food was NOT something to get worked up about.",negative
1882,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",positive
1883,"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",negative
1884,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,negative
1885,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",negative
1886,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,negative
1887,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",positive
1888,I have eaten there 3-4 times and the food was always good.,positive
1889,One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,positive
1890,And comparing it to the Chinatown restaurants is simply not fair.,neutral
1891,There is not a single place in Chinatown where you have a nice neighborhood feeling like here.,positive
1892,One of my favorite restaurants in the neighborhood.,positive
1893,This isn't your corner Chinese food takeout.,neutral
1894,"May, the owner always has a smile on her and will warmly greet you.",positive
1895,Try the spicy wontons and the salt pepper shrimps.,positive
1896,They're terrific!!,positive
1897,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",positive
1898,"I had the black cod with yuzu sauce, which was wonderful.",positive
1899,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",negative
1900,"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",neutral
1901,The ambience is very calm and quiet.,positive
1902,"Sake collection was excellent (Try Nanbu Bijin), but pricy.",positive
1903,Walk-ins are risky too.,negative
1904,Was surprisingly disappointed.,negative
1905,"Again, the waitress was awesome.",positive
1906,She gets 10 for her excellent service and advice.,positive
1907,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",negative
1908,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,negative
1909,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",negative
1910,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,positive
1911,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",negative
1912,We ate at this Thai place following the reviews but very unhappy with the foods.,negative
1913,But they do.,neutral
1914,This place has got to be the best japanese restaurant in the new york area.,positive
1915,I had a great experience.,positive
1916,Food is great.,positive
1917,Service is top notch.,positive
1918,I have been going back again and again.,positive
1919,We usually go to the Chart House to celebrate a birthday or anniversary.,neutral
1920,I must say the view of NYC is so beautiful!,positive
1921,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",neutral
1922,The staff offers impeccable service.,positive
1923,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,positive
1924,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,positive
1925,I had Filet Mignon with garlic mash.,neutral
1926,It was divine melts in your mouth.,positive
1927,Just went here for my girlfriends 23rd bday.,neutral
1928,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,neutral
1929,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,positive
1930,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,positive
1931,The lava cake dessert was incredible and I recommend it.,positive
1932,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,positive
1933,I would highly recommand requesting a table by the window.,positive
1934,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,positive
1935,Baluchi's has solid food and a nice decor at reasonable prices.,positive
1936,"We could not catch our waiter's eye, and he ignored us.",negative
1937,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",negative
1938,We did have to wait at the bar for approx.,negative
1939,"we did notice however, that some tables had what looked like pita instead of naan.",negative
1940,I'm not sure why these other reviewers are whining so much.,neutral
1941,The food at this place is 'gourmet' Indian cuisine.,neutral
1942,"Its not curry in a slurry crap, and regular run of the mill food.",neutral
1943,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",neutral
1944,We didn't get drink refills and she didn't even offer us the option of dessert.,negative
1945,Definite go if you're used to good Indian restaurant food from abroad.,positive
1946,We generally like good restaurants and eat out often but Kai was way to expensive for what we got.,negative
1947,We had a most unpleasant experience at this restaurant.,negative
1948,"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",positive
1949,This restaurant used to be our regular Thursday night dinner location.,neutral
1950,"We had reservations at 9pm, but was not seated until 10:15pm.",negative
1951,We just ate at Kai and were disapointed.,negative
1952,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",negative
1953,"after dining at B.O.G over twenty times now, its official !",neutral
1954,"not only does make the best pizza in NY , maybe anywhere.",positive
1955,brick oven gallery is My pick for best pizza restaurant anywhere.,positive
1956,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",positive
1957,#NAME?,positive
1958,"We left, never to return.",negative
1959,I never had anything I didn't like here.,positive
1960,The pizza is the best if you like thin crusted pizza.,positive
1961,Plenty of choices to make your own creation.,positive
1962,Kenny the owner is always there and he treats my family like we are part of his family.,positive
1963,We visit at least once a month.,neutral
1964,This is the perfect date spot for Williamsburg couples.,positive
1965,The jukebox plays everything from Italian Opera to The Strokes.,neutral
1966,"The food is amazing, rich pastas and fresh doughy pizza.",positive
1967,"Best of all is the warm vibe, the owner is super friendly and service is fast.",positive
1968,"If only they delivered, they'd make a mint!",positive
1969,This tiny Williamsburg spot is always pleasantly surprising.,positive
1970,The pizza is delicious and the proprietor is one of the nicest in NYC.,positive
1971,Even the pasta is delicious here (a rarity in New York pizza restaurants).,positive
1972,I've been many time and have never been disappointed.,positive
1973,Two words: Free wine.,positive
1974,I'm amazed we haven't been kicked out of this place yet.,neutral
1975,We bring in a party of ten or so every week.,neutral
1976,"Order the panang duck, it's fantastic.",positive
1977,"Then, get ripped on free box wine.",positive
1978,Tell them Herky sent you and get a free confused look from the waiter.,neutral
1979,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",positive
1980,"While the prices are nothing special, the portions are huge.",positive
1981,"In fact, two people could really share one plate.",positive
1982,"The flavors are great, and the menu is extensive.",positive
1983,"Plus, on Wednesday nights the house wine is unlimited!",positive
1984,if your into thai..you cannot miss this great restaurant.,positive
1985,they live up to the thai way of living.,neutral
1986,you guys rock.,positive
1987,i recommend the thai popcorn :),positive
1988,"We only ordered desserts and drinks, but no refills were offered.",negative
1989,"Everything we had was pretty good, but we have only been there once.",positive
1990,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,negative
1991,it's a perfect place to have a amanzing indian food.,positive
1992,I really loved the different and inovated touch that's the cheff gives to the food.,positive
1993,I've eaten at many different Indian restaurants.,neutral
1994,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",positive
1995,You must try the shrimp appetizers.,positive
1996,Even my Indian friend couldn't believe how good and tasty everything was.,positive
1997,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,positive
1998,I cannot imagine a friendlier staff working in a restaurant.,positive
1999,I cannot imagine better Indian food in all of the city.,positive
2000,I cannot imagine you not rushing out to eat there.,positive
2001,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",neutral
2002,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",positive
2003,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,negative
2004,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",neutral
2005,"Southern Indian cuisine is still there, too.",neutral
2006,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",positive
2007,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",neutral
2008,"Well worth the trip, close to City Hall and downtown subway stops.",positive
2009,We had the lobster sandwich and it was FANTASTIC.,positive
2010,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,positive
2011,I recommend getting a reservation even though we saw people seated without one.,neutral
2012,Went here last night and had a pleasant experience.,positive
2013,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",neutral
2014,Would recommend this place as a good date spot if you don't want to drop a ton of cash.,positive
2015,"Oh, and the complimentary pudding dessert was just enough- yummy!",positive
2016,Mermaid Inn is an overall good restaurant with really good seafood.,positive
2017,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,positive
2018,The service is good and ambience is good for a date or group outing.,positive
2019,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",negative
2020,"Even though its good seafood, the prices are too high.",positive
2021,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",negative
2022,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,negative
2023,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,positive
2024,service was efficient courteous.,positive
2025,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",neutral
2026,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",positive
2027,I have been urged by friends for months to check out the mermaid inn.,neutral
2028,"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be.",positive
2029,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",positive
2030,"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.",positive
2031,The staff was knowledgeable and full of personality.,positive
2032,From the moment we walked in they were more than accomodating even though the place was packed.,positive
2033,We spent $200 in this place and left hungry and very disappointed.,negative
2034,"All in all a wonderful experience, can't wait to come back.",positive
2035,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",positive
2036,"The freshest, best variety, and the fastest delivery.",positive
2037,Also very inexpensive.,positive
2038,A great choice at any cost and a great deal.,positive
2039,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",neutral
2040,I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,neutral
2041,No you're going to go back because the food was good.,positive
2042,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,positive
2043,"The best Chicken pad tai, I've ever had.",positive
2044,"And forget what you read under me, the atmosphere isn't that bad either.",neutral
2045,We thought that this place is using too much of MSG cooking in the foods.,negative
2046,We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,negative
2047,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,negative
2048,We were less than impressed.,negative
2049,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,negative
2050,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,positive
2051,We were seated and ignored by waitstaff.,negative
2052,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,negative
2053,We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,negative
2054,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",negative
2055,We were then shooed inside.,negative
2056,I had been a regular due to the consistently good food and ease of getting a table.,positive
2057,We were told that they were booked solid and no other table was available.,negative
2058,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,neutral
2059,We were treated with attitude ever since the moment we stepped into the restaurant!,negative
2060,We were very disappointed.,negative
2061,We won't go to this place again for a good meal.,negative
2062,"As much as I like the food there, I can't bring myself to go back.",positive
2063,We have lived in Chelsea for two years and have never noticed this restaurant.,neutral
2064,The food is authentic Italian - delicious!,positive
2065,"Pizza is terrific, as is homemade pasta.",positive
2066,"Ambience is delightful, service impeccable.",positive
2067,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,neutral
2068,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",negative
2069,"Well, their deliveries take for ever and the food is usually cold.",negative
2070,Eating at Ottimo is like eating in Chef Salvatore Esposito's home.,positive
2071,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",positive
2072,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",positive
2073,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",positive
2074,"Great wine list, reasonably priced.--Sara",positive
2075,"Well, this place is so Ghetto its not even funny.",negative
2076,"Went there last night for 2 year anniversery, and wasn't all that impressed.",negative
2077,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,negative
2078,What a ripoff!,negative
2079,What came to our table was burned beyond recognition and stringy.,negative
2080,What I didn't like was how the food came right after it was ordered.,negative
2081,"Whem asked, we had to ask more detailed questions so that we knew what the specials were.",negative
2082,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",negative
2083,This is a great Thai restaurant with a very friendly staff.,positive
2084,The prices are about $9 for an entree for dinner and even less for lunch.,positive
2085,The food always tastes fresh and served promptly.,positive
2086,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",positive
2087,The prices and ambience are especially great considering it's in the West Village.,positive
2088,There is actually space to breathe and the decor sets the tone for an intimate dinner.,positive
2089,Everyone I bring here always loves it.,positive
2090,We always get a sampling of appetizers and share.,neutral
2091,The staff is very attentive and we can almost always get a table.,positive
2092,We go often.,neutral
2093,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",negative
2094,"When we left at 8:00 PM, it was packed and noisy.",negative
2095,"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",negative
2096,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",negative
2097,"All the money went into the interior decoration, none of it went to the chefs.",positive
2098,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,negative
2099,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",positive
2100,The lunch special is an asbolute steal.,positive
2101,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",positive
2102,"After reading the good reviews of this restaurant, I decided to give it a try with two friends.",neutral
2103,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",neutral
2104,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",negative
2105,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",negative
2106,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",negative
2107,The ambience is very romantic and definitely a good place to bring a date.,positive
2108,I have tried literally every restaurant on curry row.,neutral
2109,Taj Mahal offeres gret value and great food.,positive
2110,BE CAREFUL before you request extra spice.,neutral
2111,"if this happens, just ask for real naan.",neutral
2112,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",positive
2113,and never strayed.,positive
2114,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",positive
2115,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",positive
2116,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,positive
2117,My first encounter happened one friday evening with a friend.,neutral
2118,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,neutral
2119,Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,neutral
2120,"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",neutral
2121,This is where the aforementioned line was.,neutral
